Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Rachael McFarland,F,SBD,Single-ply,19.5,20-23,19-23,F-C,62.5,63,92.5,-102.5,-102.5,,92.5,55,-60,60,,60,92.5,105,115,,115,267.5,21,289.10,289.03,255.24,48.51,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Cameron King #2,F,SBD,Single-ply,20.5,20-23,19-23,F-C,61.4,63,-130,135,140,,140,57.5,-60,-60,,57.5,105,112.5,120,,120,317.5,16,346.92,347.74,307.15,58.17,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Sheila Zare,F,SBD,Single-ply,20.5,20-23,19-23,F-C,60.9,63,110,117.5,125,,125,75,82.5,87.5,,87.5,130,147.5,155,,155,367.5,11,403.60,405.04,357.80,67.66,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Salena Chiep,F,SBD,Single-ply,20.5,20-23,19-23,F-C,51,52,85,95,97.5,,97.5,42.5,-47.5,47.5,,47.5,92.5,105,115,,115,260,7,321.25,329.00,291.87,53.67,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Micah de Valle,F,SBD,Single-ply,20.5,20-23,19-23,F-C,51.6,52,115,125,-132.5,,125,65,70,75,,75,122.5,140,-145,,140,340,2,416.66,426.39,378.07,69.61,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Yazmin Trujillo,F,SBD,Single-ply,19.5,20-23,19-23,F-C,46,47,82.5,95,100,,100,45,50,-55,,50,82.5,105,110,,110,260,7,346.24,355.08,317.09,57.92,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Lia Ranalli,F,SBD,Single-ply,20.5,20-23,19-23,F-C,42.9,43,-87.5,87.5,92.5,,92.5,35,40,42.5,,42.5,75,82.5,90,,90,225,3,316.03,322.12,289.79,52.99,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Alex Fletcher,M,SBD,Single-ply,22.5,20-23,19-23,M-C,126,120+,-205,205,-235,,205,180,197.5,210,,210,235,260,-272.5,,260,675,11,381.60,384.03,367.21,64.06,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Jaime Villa,M,SBD,Single-ply,24,24-34,24-39,M-C,127.1,120+,-265,-265,265,,265,235,-242.5,-242.5,,235,230,242.5,-260,,242.5,742.5,7,418.63,421.72,403.34,70.25,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Camaran Henson,M,SBD,Single-ply,,,,M-C,118,120,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Travis Pierson,M,SBD,Single-ply,20.5,20-23,19-23,M-C,119.7,120,250,260,-270,,260,175,-182.5,-182.5,,175,200,-202.5,,,200,635,12,364.99,365.29,350.03,61.43,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Faithful Alabi,M,SBD,Single-ply,19.5,20-23,19-23,M-C,117.9,120,307.5,320,-332.5,,320,195,205,-210,,205,-287.5,287.5,302.5,,302.5,827.5,5,478.07,477.76,457.68,80.52,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Boomer Covington,M,SBD,Single-ply,21.5,20-23,19-23,M-C,117.8,120,-310,320,332.5,,332.5,-265,267.5,-272.5,,267.5,245,255,-275,,255,855,4,494.10,493.74,472.98,83.23,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Shawn Gardner,M,SBD,Single-ply,20.5,20-23,19-23,M-C,100.8,105,215,237.5,-250,,237.5,142.5,152.5,-160,,152.5,210,230,235,,235,625,25,383.38,379.17,362.11,65.11,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Aly Mohamed,M,SBD,Single-ply,19.5,20-23,19-23,M-C,104,105,222.5,232.5,240,,240,122.5,127.5,135,,135,-227.5,-240,257.5,,257.5,632.5,24,382.94,379.24,362.12,64.93,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Andrew Bator,M,SBD,Single-ply,18.5,18-19,19-23,M-C,90.6,93,285,-300,-300,,285,-205,-205,-205,,,,,,,,,DQ,,,,,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Morgan Menaker,M,SBD,Single-ply,19.5,20-23,19-23,M-C,90,93,-215,-237.5,-237.5,,,127.5,142.5,150,,150,227.5,242.5,-260,,242.5,392.5,38,253.79,250.57,240.15,43.31,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Gabe Emerson,M,SBD,Single-ply,,,,M-C,92.1,93,-250,-250,-250,,,135,140,-145,,140,-260,-260,260,,260,400,42,255.70,252.45,241.71,43.60,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Alex Pihlak,M,SBD,Single-ply,23.5,24-34,24-39,M-C,92,93,187.5,197.5,-210,,197.5,-132.5,135,142.5,,142.5,217.5,230,242.5,,242.5,582.5,32,372.56,367.82,352.20,63.53,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Thomas Keogh,M,SBD,Single-ply,20.5,20-23,19-23,M-C,90.9,93,187.5,197.5,205,,205,137.5,145,-152.5,,145,215,227.5,237.5,,237.5,587.5,31,377.99,373.18,357.51,64.48,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Korneljus Barsauskas,M,SBD,Single-ply,,,,M-C,91.9,93,245,252.5,-257.5,,252.5,147.5,-152.5,-152.5,,147.5,217.5,-227.5,-227.5,,217.5,617.5,27,395.16,390.13,373.57,67.39,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Alex Vignone,M,SBD,Single-ply,20.5,20-23,19-23,M-C,91,93,232.5,242.5,255,,255,145,147.5,150,,150,220,235,-247.5,,235,640,21,411.55,406.31,389.22,70.21,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Johnny Villani,M,SBD,Single-ply,22.5,20-23,19-23,M-C,92.6,93,-255,-255,255,,255,155,-167.5,-167.5,,155,252.5,272.5,282.5,,282.5,692.5,12,441.52,435.92,417.29,75.27,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Ryan Johnson #4,M,SBD,Single-ply,,,,M-C,79.3,83,170,182.5,195,,195,110,120,130,,130,160,175,192.5,,192.5,517.5,37,358.70,355.27,342.45,61.41,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Joel Hunter,M,SBD,Single-ply,20.5,20-23,19-23,M-C,80.7,83,182.5,192.5,202.5,,202.5,-145,145,-155,,145,182.5,195,-205,,195,542.5,34,372.17,368.35,354.78,63.70,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Cody Damewood,M,SBD,Single-ply,20.5,20-23,19-23,M-C,77.9,83,210,215,-227.5,,215,122.5,135,-142.5,,135,222.5,232.5,-242.5,,232.5,582.5,29,408.12,404.54,390.25,69.88,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Brad Anuszkiewwicz,M,SBD,Single-ply,,,,M-C,81.3,83,205,220,230,,230,140,-145,145,,145,215,225,-227.5,,225,600,25,409.86,405.53,390.46,70.14,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Sung Chang,M,SBD,Single-ply,20.5,20-23,19-23,M-C,81.2,83,190,200,215,,215,-142.5,142.5,150,,150,215,230,235,,235,600,24,410.15,405.84,390.78,70.19,Yes,Australia,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Christopher Lapniewski,M,SBD,Single-ply,21.5,20-23,19-23,M-C,81.6,83,-215,217.5,230,,230,-147.5,147.5,155,,155,215,222.5,227.5,,227.5,612.5,21,417.51,413.05,397.63,71.44,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Joshua Bowen,M,SBD,Single-ply,20.5,20-23,19-23,M-C,81.9,83,215,230,235,,235,-137.5,137.5,145,,145,230,235,-242.5,,235,615,20,418.33,413.81,398.30,71.58,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Dominique Tan,M,SBD,Single-ply,23,20-23,19-23,M-C,73.2,74,190,-207.5,207.5,,207.5,-130,-130,-130,,,207.5,-227.5,-227.5,,207.5,415,34,302.46,300.84,290.99,51.79,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Chris Galatoire,M,SBD,Single-ply,,,,M-C,73,74,165,-190,-190,,165,137.5,-145,-145,,137.5,165,182.5,195,,195,497.5,33,363.24,361.36,349.57,62.20,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Jason Poling,M,SBD,Single-ply,19.5,20-23,19-23,M-C,73.6,74,175,187.5,195,,195,115,122.5,-132.5,,122.5,175,187.5,-195,,187.5,505,32,366.74,364.66,352.63,62.80,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Joshua Sampsell,M,SBD,Single-ply,21.5,20-23,19-23,M-C,73.3,74,195,205,215,,215,125,-135,-135,,125,175,185,-195,,185,525,31,382.28,380.21,367.74,65.47,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Micheal Hollar,M,SBD,Single-ply,23.5,24-34,24-39,M-C,72.7,74,-155,165,185,,185,152.5,-160,-160,,152.5,-162.5,185,190,,190,527.5,30,386.19,384.30,371.82,66.13,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Peter Duran,M,SBD,Single-ply,,,,M-C,70.8,74,170,182.5,195,,195,115,120,122.5,,122.5,195,202.5,212.5,,212.5,530,29,395.01,393.76,381.41,67.63,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Joe Francisco #2,M,SBD,Single-ply,,,,M-C,73.3,74,235,247.5,255,,255,-135,135,142.5,,142.5,235,-245,250,,250,647.5,11,471.48,468.93,453.54,80.74,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Stephen Guse,M,SBD,Single-ply,21.5,20-23,19-23,M-C,65,66,147.5,-165,-165,,147.5,115,-122.5,-122.5,,115,192.5,-205,-205,,192.5,455,19,360.60,361.82,351.84,61.61,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Patrick Piedad,M,SBD,Single-ply,20.5,20-23,19-23,M-C,65.5,66,145,162.5,-185,,162.5,107.5,-112.5,-112.5,,107.5,175,-190,190,,190,460,18,362.47,363.46,353.31,61.95,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Nicholas DeSantis,M,SBD,Single-ply,21.5,20-23,19-23,M-C,65.3,66,190,200,205,,205,92.5,97.5,105,,105,185,197.5,-205,,197.5,507.5,15,400.81,402.02,390.84,68.50,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Mark Barbosa,M,SBD,Single-ply,18.5,18-19,19-23,M-C,58.2,59,182.5,187.5,-192.5,,187.5,95,102.5,-110,,102.5,177.5,185,-190,,185,475,7,411.23,416.72,407.64,69.90,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Shahid Kamran,M,SBD,Single-ply,,,,M-C,51.8,53,130,132.5,-140,,132.5,-92.5,-92.5,-92.5,,,135,140,145,,145,277.5,7,266.76,273.41,269.32,44.92,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Hannah Malcomb,F,SBD,Single-ply,22.5,20-23,19-23,F-C,71.4,72,167.5,172.5,177.5,,177.5,-80,80,90,,90,145,152.5,-162.5,,152.5,420,11,420.08,412.24,363.20,70.97,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Alexandria Rosales,F,SBD,Single-ply,24.5,24-34,24-39,F-C,63,63,-152.5,155,162.5,,162.5,80,-85,85,,85,142.5,152.5,-167.5,,152.5,400,6,430.21,429.58,379.33,72.21,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Samantha Neal #1,F,SBD,Single-ply,22.5,20-23,19-23,F-C,61.7,63,-117.5,117.5,122.5,,122.5,72.5,75,80,,80,120,130,-137.5,,130,332.5,13,362.21,362.81,320.45,60.75,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Lauren Lumague,F,SBD,Single-ply,20.5,20-23,19-23,F-C,56.6,57,120,125,130,,130,67.5,70,72.5,,72.5,127.5,-137.5,-137.5,,127.5,330,11,379.83,385.05,340.52,63.54,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Gabrielle Hurley,F,SBD,Single-ply,20.5,20-23,19-23,F-C,50.9,52,125,137.5,145,,145,70,75,80,,80,122.5,135,140,,140,365,1,451.61,462.57,410.39,75.45,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Ashley Guzman,F,SBD,Single-ply,19.5,20-23,19-23,F-C,46.4,47,107.5,-112.5,115,,115,52.5,57.5,-60,,57.5,107.5,115,-122.5,,115,287.5,6,380.40,390.24,348.23,63.62,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Paul Alabi,M,SBD,Single-ply,21.5,20-23,19-23,M-C,103.4,105,-275,275,-300,,275,-192.5,-192.5,197.5,,197.5,265,282.5,290,,290,762.5,9,462.75,458.15,437.46,78.49,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Christian Baldoni,M,SBD,Single-ply,21.5,20-23,19-23,M-C,89.3,93,280,-292.5,292.5,,292.5,190,-197.5,-197.5,,190,237.5,250,-257.5,,250,732.5,9,475.51,469.50,450.12,81.17,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Andrew Sandoval,M,SBD,Single-ply,22.5,20-23,19-23,M-C,72.7,74,235,-245,-245,,235,-185,185,-190,,185,237.5,245,-250,,245,665,7,486.86,484.47,468.74,83.37,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Brendan Perry,M,SBD,Single-ply,22.5,20-23,19-23,M-C,73.3,74,-190,200,205,,205,-155,155,160,,160,190,200,-212.5,,200,565,24,411.41,409.18,395.75,70.45,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
TJ Binkowski,M,SBD,Single-ply,20.5,20-23,19-23,M-C,73.5,74,192.5,-205,205,,205,140,-152.5,-152.5,,140,180,187.5,-205,,187.5,532.5,28,387.05,384.89,372.22,66.28,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Erin Kreher,F,SBD,Single-ply,20.5,20-23,19-23,F-C,71.6,72,-145,-145,-145,,,-72.5,72.5,-75,,72.5,127.5,135,142.5,,142.5,215,39,214.71,210.63,185.56,36.28,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Megan Reilly #2,F,SBD,Single-ply,18.5,18-19,19-23,F-C,61.2,63,-107.5,107.5,-112.5,,107.5,65,67.5,-70,,67.5,100,-105,105,,105,280,19,306.57,307.43,271.57,51.40,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Carter Burn,M,SBD,Single-ply,18.5,18-19,19-23,M-C,91.5,93,215,230,235,,235,130,140,-150,,140,250,260,272.5,,272.5,647.5,20,415.24,409.96,392.63,70.82,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Anthony White #3,M,SBD,Single-ply,22.5,20-23,19-23,M-C,76.4,83,227.5,240,-255,,240,175,185,192.5,,192.5,207.5,217.5,227.5,,227.5,660,13,468.00,464.36,448.32,80.14,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Eli Carlson,M,SBD,Single-ply,18.5,18-19,19-23,M-C,77.3,83,190,197.5,-200,,197.5,-125,-125,125,,125,205,212.5,-220,,212.5,535,35,376.62,373.46,360.38,64.49,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Matthew Martino #1,M,SBD,Single-ply,21,20-23,19-23,M-C,113.7,120,295,-317.5,-325,,295,207.5,-222.5,222.5,,222.5,235,-262.5,-262.5,,235,752.5,7,440.29,438.59,419.66,74.30,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Alexander Harbeson,M,SBD,Single-ply,22.5,20-23,19-23,M-C,92.3,93,245,255,-262.5,,255,165,175,185,,185,202.5,215,-225,,215,655,19,418.27,412.95,395.36,71.31,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Andrew Wing,M,SBD,Single-ply,25.5,24-34,24-39,M-C,101.1,105,227.5,250,-277.5,,250,170,-187.5,-190,,170,240,260,-272.5,,260,680,19,416.59,412.06,393.51,70.74,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Nicholas Nero,M,SBD,Single-ply,22.5,20-23,19-23,M-C,101.6,105,240,262.5,-267.5,,262.5,205,-217.5,-217.5,,205,235,250,-260,,250,717.5,14,438.64,433.96,414.40,74.47,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Clayton Barone,M,SBD,Single-ply,22.5,20-23,19-23,M-C,92.7,93,-245,245,-272.5,,245,187.5,192.5,195,,195,-250,257.5,-272.5,,257.5,697.5,11,444.48,438.84,420.07,75.77,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Fernando Delarosa,M,SBD,Single-ply,,,,M-C,89.7,93,220,-230,-230,,220,-145,-145,-145,,,215,-225,-225,,215,435,37,281.75,278.17,266.64,48.09,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Craig Welniak,M,SBD,Single-ply,20.5,20-23,19-23,M-C,89.8,93,-210,220,-235,,220,130,140,-145,,140,237.5,247.5,257.5,,257.5,617.5,26,399.72,394.66,378.27,68.22,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Seth Watlington,M,SBD,Single-ply,20.5,20-23,19-23,M-C,86.6,93,215,-225,230,,230,135,145,-150,,145,-235,235,-242.5,,235,610,29,402.36,397.43,381.55,68.75,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Bryson Randall,M,SBD,Single-ply,20.5,20-23,19-23,M-C,91.2,93,262.5,277.5,282.5,,282.5,192.5,207.5,215,,215,265,280,297.5,,297.5,795,5,510.66,504.16,482.92,87.11,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Teddy Perretti,M,SBD,Single-ply,21,20-23,19-23,M-C,64.8,66,-205,205,-215,,205,-125,-125,125,,125,212.5,237.5,-255,,237.5,567.5,7,450.80,452.44,440.03,77.02,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Vincent Moon,M,SBD,Single-ply,20.5,20-23,19-23,M-C,65,66,182.5,200,210,,210,155,-165,-170,,155,187.5,-205,-205,,187.5,552.5,9,437.87,439.35,427.23,74.82,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Lee Kantowski,M,SBD,Single-ply,19.5,20-23,19-23,M-C,113.2,120,245,272.5,-285,,272.5,170,182.5,-187.5,,182.5,245,-272.5,272.5,,272.5,727.5,8,426.34,424.54,406.15,71.97,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Seth Kirchner,M,SBD,Single-ply,19.5,20-23,19-23,M-C,105.8,120,-240,240,-262.5,,240,135,150,-162.5,,150,-250,-272.5,-272.5,,,390,13,234.49,232.43,221.97,39.73,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Zachary Neuschaefer,M,SBD,Single-ply,22.5,20-23,19-23,M-C,126.8,120+,245,257.5,270,,270,-167.5,167.5,177.5,,177.5,190,202.5,-227.5,,202.5,650,12,366.75,369.35,353.30,61.55,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Michael Vecchio #1,M,SBD,Single-ply,23.5,24-34,24-39,M-C,72.8,74,227.5,232.5,237.5,,237.5,-130,132.5,140,,140,235,242.5,-250,,242.5,620,15,453.50,451.24,436.56,77.66,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Danielle Burton,F,SBD,Single-ply,22.5,20-23,19-23,F-C,70.4,72,145,152.5,-160,,152.5,75,-80,80,,80,137.5,145,-155,,145,377.5,15,380.53,374.09,329.71,64.24,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Kate Murdock,F,SBD,Single-ply,,,,F-C,62.2,63,102.5,-107.5,-107.5,,102.5,55,57.5,-62.5,,57.5,102.5,110,115,,115,275,20,298.09,298.22,263.37,50.01,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Kristen Lobo,F,SBD,Single-ply,19.5,20-23,19-23,F-C,50.9,52,97.5,105,110,,110,50,-55,55,,55,115,-122.5,-125,,115,280,5,346.44,354.85,314.82,57.88,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Moriah Buckwalter,F,SBD,Single-ply,19.5,20-23,19-23,F-C,95.2,84+,142.5,150,157.5,,157.5,-85,85,-90,,85,127.5,-135,-140,,127.5,370,10,322.03,312.94,270.42,55.62,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Corinne Bowers,F,SBD,Single-ply,19.5,20-23,19-23,F-C,79.6,84,117.5,-122.5,122.5,,122.5,67.5,72.5,75,,75,115,-120,-120,,115,312.5,20,295.19,286.74,251.54,50.24,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Shannon Croatto,F,SBD,Single-ply,19.5,20-23,19-23,F-C,74,84,137.5,145,-150,,145,65,67.5,-70,,67.5,130,135,140,,140,352.5,16,345.79,337.96,297.43,58.55,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Halle Russell,F,SBD,Single-ply,18.5,18-19,19-23,F-C,73.3,84,137.5,145,150,,150,95,100,-102.5,,100,117.5,-122.5,122.5,,122.5,372.5,13,367.27,359.33,316.34,62.15,Yes,,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
Casey Landry,F,SBD,Single-ply,21.5,20-23,19-23,F-C,51.6,52,97.5,-102.5,-102.5,,97.5,37.5,40,47.5,,47.5,105,110,112.5,,112.5,257.5,8,315.56,322.93,286.33,52.72,Yes,USA,,USAPL,IPF,2015-04-10,USA,GA,,Collegiate Nationals,Yes
